id,text,Station ID,Station Name
257,ربوة بكفيا,14,بصاليم
265,رومية,14,بصاليم
260,زكريا,14,بصاليم
255,سيدة البير,14,بصاليم
263,غولدن بيتش,14,بصاليم
256,فوار,14,بصاليم
268,قنابة,14,بصاليم
728,كوسى,14,بصاليم
266,مجذوب,14,بصاليم
259,مزهر,14,بصاليم
258,مستشفى,14,بصاليم
253,مكرزل,14,بصاليم
262,نادي,14,بصاليم
272,الضبية,15,الذوق
274,الضبية 2,15,الذوق
286,بستاني,15,الذوق
280,جونيه بحر,15,الذوق
271,جيما,15,الذوق
273,ذوق الخراب,15,الذوق
288,رويال 2,15,الذوق
285,رويال1,15,الذوق
270,سمايا,15,الذوق
279,سيدم 2,15,الذوق
1066,سيدم1,15,الذوق
278,سيدم1,15,الذوق
282,صوت الحق,15,الذوق
276,كسليك 1,15,الذوق
277,كسليك 2,15,الذوق
269,ليكويغاز,15,الذوق
275,مار الياس,15,الذوق
287,مصبح 1,15,الذوق
283,مصبح 3,15,الذوق
284,مياه ادونيس,15,الذوق
281,هابي ذوق,15,الذوق
290,ادونيس,16,جعيتا
295,الكا,16,جعيتا
296,جعيتا,16,جعيتا
289,سهيلة,16,جعيتا
293,عجلتون,16,جعيتا
294,عشقوت,16,جعيتا
292,قرنة الحمرا,16,جعيتا
291,مياه جعيتا,16,جعيتا
726,بكركي,17,بطحا
299,حارة صخر,17,بطحا
297,ساحل علما,17,بطحا
298,غوسطا,17,بطحا
795,المروج,18,بكفيا
858,بتغرين,18,بكفيا
300,بحنس,18,بكفيا
305,بسكنتا,18,بكفيا
301,بكفيا,18,بكفيا
764,حملايا,18,بكفيا
304,داريا,18,بكفيا
693,ضهور الشوير,18,بكفيا
303,عينطورة,18,بكفيا
302,قرنة  شهوان,18,بكفيا
306,مطيلب,18,بكفيا
1077,ESTER,19,المكلس
1002,FIL MONI,19,المكلس
722,galaxy,19,المكلس
311,ابو عضل,19,المكلس
695,ايزنوغود,19,المكلس
315,بسكوت,19,المكلس
689,بوتيك,19,المكلس
1018,حاتم,19,المكلس
307,حاموش,19,المكلس
319,حبتور,19,المكلس
787,دنزبكيان,19,المكلس
312,دنزيكيان2,19,المكلس
308,سجيع,19,المكلس
314,سويدان,19,المكلس
318,سيتي سنتر,19,المكلس
317,شاوول,19,المكلس
1076,شرودر,19,المكلس
785,عقاد,19,المكلس
843,عقاد2,19,المكلس
716,فينوس,19,المكلس
310,قناطر,19,المكلس
313,كازنجيان,19,المكلس
786,ليلي بلاست,19,المكلس
844,ليلي بلاست1,19,المكلس
309,محفوظ,19,المكلس
691,مهنية,19,المكلس
1017,ميشال,19,المكلس
784,ناكوزي,19,المكلس
1016,هيل,19,المكلس
316,ووتر بارك,19,المكلس
10,A1 قربان,1,الغاز
1015,DHP,1,الغاز
812,GARE,1,الغاز
1009,Sokomi,1,الغاز
1088,tabac,1,الغاز
18,ZONE,1,الغاز
1059,ابرويان,1,الغاز
7,المبنى المركزي,1,الغاز
14,بور,1,الغاز
1007,حكمت,1,الغاز
1003,دكتوريان,1,الغاز
1049,ديكران,1,الغاز
182,سوكلين,1,الغاز
181,سيتروان,1,الغاز
1008,صوفيا,1,الغاز
1050,عديبية,1,الغاز
15,غاز1,1,الغاز
13,غرو,1,الغاز
9,فانيير,1,الغاز
183,فولفو,1,الغاز
184,مدبغة,1,الغاز
19,نفايات,1,الغاز
1090,يمين,1,الغاز
325,المعيصرة,20,حقل الريس
321,عرمون ضامن,20,حقل الريس
322,فتقا غدارس,20,حقل الريس
320,وطى الجوز,20,حقل الريس
323,يحشوش-صوان,20,حقل الريس
328,LBC,21,ادما
1044,ابي خليل,21,ادما
326,ادما,21,ادما
329,اكوا,21,ادما
332,جونية 2,21,ادما
1047,خويري,21,ادما
878,دغفل,21,ادما
877,روكز,21,ادما
876,روم,21,ادما
327,سجاد,21,ادما
330,صفرا,21,ادما
1043,عطاالله,21,ادما
331,علمايا,21,ادما
935,عون ادما,21,ادما
333,غزير,21,ادما
879,كرم,21,ادما
334,معاملتين الكازينو,21,ادما
861,أندفكو,22,حالات
859,أهمج,22,حالات
860,اللقلوق,22,حالات
336,حالات,22,حالات
338,قرطبا,22,حالات
337,مشنقة,22,حالات
335,معامل,22,حالات
339,الجسر,23,عمشيت
343,بير الهيت,23,عمشيت
346,جبيل الساحلي,23,عمشيت
1032,شامات,23,عمشيت
340,عريضة,23,عمشيت
342,عمشيت 33 ك.ف,23,عمشيت
344,فورمايكا,23,عمشيت
345,لحفد,23,عمشيت
341,مار يوسف,23,عمشيت
348,CCC,24,المطار
350,أيروغار,24,المطار
351,القلب,24,المطار
361,براد,24,المطار
347,تموين,24,المطار
355,جابر,24,المطار
357,حاطوم,24,المطار
358,حمدون,24,المطار
360,زكي,24,المطار
687,سبع خلدة4,24,المطار
356,سكة,24,المطار
353,غسطين,24,المطار
1012,كارغو,24,المطار
352,كونتاج,24,المطار
349,ملكي,24,المطار
354,ياسين,24,المطار
367,UL1,25,الشويفات
368,UL2,25,الشويفات
365,الجامعة,25,الشويفات
374,بلاط,25,الشويفات
375,بيبكو,25,الشويفات
364,جسر الشويفات,25,الشويفات
373,حرير 3,25,الشويفات
366,حي العرب,25,الشويفات
370,سان جورج,25,الشويفات
376,شحادة,25,الشويفات
371,طقش,25,الشويفات
362,غندور 1,25,الشويفات
363,غندور2,25,الشويفات
842,كفرنصر,25,الشويفات
965,لاوند,25,الشويفات
369,مريجة 1,25,الشويفات
377,مريجة 2,25,الشويفات
372,موبيليا,25,الشويفات
1069,J03,26,الدامور
1068,J20,26,الدامور
988,الدبية,26,الدامور
380,الدلهمية,26,الدامور
378,المشرف,26,الدامور
383,دامور 5,26,الدامور
384,عيد ادميرال,26,الدامور
752,فيلاج 1,26,الدامور
753,فيلاج 2,26,الدامور
754,فيلاج 3,26,الدامور
381,كفرمتى,26,الدامور
385,مياه بيروت,26,الدامور
382,ناعمة2,26,الدامور
379,نور,26,الدامور
390,اقليم 1,27,سبلين
392,اقليم 2,27,سبلين
389,الرميلة,27,سبلين
684,برجا كابل,27,سبلين
387,برجا هوائي,27,سبلين
735,بسابا,27,سبلين
1065,ترابة,27,سبلين
736,ترابة 66,27,سبلين
1042,جدرا,27,سبلين
386,جيه,27,سبلين
388,زاروط,27,سبلين
715,شارع جنبلاط,27,سبلين
391,شحيم,27,سبلين
1041,مرفأ,27,سبلين
396,البيسين,28,عاليه
763,التلة,28,عاليه
397,الجبل,28,عاليه
394,العبادية,28,عاليه
393,بعلشمية,28,عاليه
1058,بيصور,28,عاليه
395,عين الجديدة,28,عاليه
761,ابو سمرا ,29,عرمون
405,اوزاعي4,29,عرمون
410,بحسون,29,عرمون
408,بطرس,29,عرمون
402,بورسلين,29,عرمون
762,بيولوجي,29,عرمون
760,حيدر,29,عرمون
835,خلدة شبلي,29,عرمون
729,داخلية,29,عرمون
400,سمير الطبش,29,عرمون
399,سوبرة,29,عرمون
407,سيدة,29,عرمون
409,صباغ صبان,29,عرمون
801,صعب ,29,عرمون
404,فاندا,29,عرمون
863,قبة شبلي ,29,عرمون
789,قبرشمون,29,عرمون
800,كلينكس,29,عرمون
398,مثلث خلدة,29,عرمون
406,مياه عرمون,29,عرمون
832,هارون الرشيد,29,عرمون
403,هيمكو,29,عرمون
29,أريسكو+وادي ابو جميل,2,المريسة
1010,أسود,2,المريسة
25,باريس,2,المريسة
34,بالم بيتش 1 2,2,المريسة
31,برازيل,2,المريسة
23,بريطانيا,2,المريسة
21,ديك,2,المريسة
814,ساكو,2,المريسة
27,سحمراني,2,المريسة
28,سراي,2,المريسة
32,غراهام,2,المريسة
33,فرانس,2,المريسة
1011,فرنيني,2,المريسة
26,فقيه,2,المريسة
35,كتانة,2,المريسة
22,كروازيت,2,المريسة
802,كنفاني,2,المريسة
757,لاذقي,2,المريسة
36,محي الدين,2,المريسة
30,مسعود,2,المريسة
24,مصرف لبنان,2,المريسة
758,هاني,2,المريسة
1060,اسواق,30,صور
560,البرج,30,صور
1079,الجامعة,30,صور
561,الحمادية,30,صور
575,الحنية,30,صور
723,الراشدية,30,صور
564,الرمالة,30,صور
790,الزريرية,30,صور
569,الساحل,30,صور
563,العباسية,30,صور
562,القاسمية,30,صور
1085,القليلة,30,صور
1086,المالكية,30,صور
724,المساكن,30,صور
1084,المنصورة,30,صور
731,الميناء,30,صور
1083,الناقورة,30,صور
1078,بسمة,30,صور
1080,تكرير,30,صور
566,جل البحر,30,صور
570,خدمات,30,صور
574,راس العين,30,صور
565,صور,30,صور
568,صيدا,30,صور
732,طير دبا,30,صور
725,عين بعال,30,صور
734,قدموس,30,صور
567,مؤسسات الصدر,30,صور
422,الباروك,31,بيت الدين
421,المختارة,31,بيت الدين
419,بعقلين,31,بيت الدين
420,بقعاتا,31,بيت الدين
417,بيت الدين,31,بيت الدين
418,دير القمر,31,بيت الدين
423,الصفا,32,رشميا
424,معصريتي,32,رشميا
428,اوبيتال,33,البترون
429,بجدرفل,33,البترون
426,حامات,33,البترون
938,دير كفيفان,33,البترون
427,سلعاتا,33,البترون
939,عبرين,33,البترون
866,كفرعبيدا,33,البترون
451,البحر,34,البارد
450,المحمرة,34,البارد
449,بزال,34,البارد
448,فنيدق,34,البارد
839,أكروم,35,القبيات
464,البيرة,35,القبيات
465,القبيات,35,القبيات
840,الكنيسة,35,القبيات
463,الوادي,35,القبيات
717,عندقت,35,القبيات
469,الدورة,36,الهرمل
470,السبيل,36,الهرمل
471,القاع,36,الهرمل
849,القاموع,36,الهرمل
850,المنصورة,36,الهرمل
949,حوش,36,الهرمل
468,راس العاصي,36,الهرمل
848,زغرين الشربين,36,الهرمل
472,وادي الكرم,36,الهرمل
952,البزالية,37,اللبوة
954,الصوانية,37,اللبوة
476,العين,37,اللبوة
951,العين تحت,37,اللبوة
950,العين فوق,37,اللبوة
841,اللبوة,37,اللبوة
473,بعلبك,37,اللبوة
475,زبود,37,اللبوة
955,شعت,37,اللبوة
474,عرسال,37,اللبوة
953,عين الشعب,37,اللبوة
712,ابار,38,بعلبك
956,السيدة,38,بعلبك
482,الشراونة,38,بعلبك
957,العسيرة,38,بعلبك
484,القناية,38,بعلبك
479,اليمونة,38,بعلبك
694,بريتال,38,بعلبك
857,بوداي,38,بعلبك
856,دورس,38,بعلبك
959,دير الاحمر,38,بعلبك
481,رياق,38,بعلبك
960,شليفا,38,بعلبك
477,شمسطار,38,بعلبك
958,عدوس,38,بعلبك
480,عين بورضاي,38,بعلبك
1063,مشاريع المياه,38,بعلبك
1033,مصرف لبنان,38,بعلبك
478,مقنة,38,بعلبك
483,نحلة,38,بعلبك
1067,بوارج,39,كسارة
503,بوارج- كسارة,39,كسارة
499,تل شيحا,39,كسارة
500,حوش الامراء,39,كسارة
501,حي الميدان,39,كسارة
498,ضهور زحلة,39,كسارة
502,قب الياس,39,كسارة
55,ABC,3,الوسط التجاري
49,AUB,3,الوسط التجاري
1095,Mono,3,الوسط التجاري
1096,SNA,3,الوسط التجاري
868,أبي ناصيف,3,الوسط التجاري
40,اسواق1,3,الوسط التجاري
50,اسواق2,3,الوسط التجاري
46,انماء واعمار,3,الوسط التجاري
710,اوبرا,3,الوسط التجاري
47,بارك,3,الوسط التجاري
44,باريتوس,3,الوسط التجاري
56,باسيل,3,الوسط التجاري
750,بشير,3,الوسط التجاري
39,جوبيتير,3,الوسط التجاري
688,حصن جورج,3,الوسط التجاري
51,حصن سركيس,3,الوسط التجاري
53,خير الله,3,الوسط التجاري
42,روحانا,3,الوسط التجاري
43,سلوم,3,الوسط التجاري
41,سوريا ولبنان,3,الوسط التجاري
54,سوليدر,3,الوسط التجاري
730,شمص,3,الوسط التجاري
45,صابر,3,الوسط التجاري
749,ضو,3,الوسط التجاري
37,عصور,3,الوسط التجاري
809,فرنيني,3,الوسط التجاري
869,كتائب,3,الوسط التجاري
48,كريم,3,الوسط التجاري
52,كونتينرز,3,الوسط التجاري
1094,نبيل,3,الوسط التجاري
38,هلا,3,الوسط التجاري
867,العشيش,40,جب جنين
773,الليطاني,40,جب جنين
513,بعلول,40,جب جنين
509,جب جنين,40,جب جنين
510,حلوة,40,جب جنين
511,راشيا,40,جب جنين
875,غزة,40,جب جنين
512,لوسي,40,جب جنين
741,مدوخا,40,جب جنين
515,سحمر,41,عبد العال
874,عيتنيت,41,عبد العال
514,مشغرة,41,عبد العال
520,الخيام,42,مرجعيون
518,حاصبيا,42,مرجعيون
516,شبعا,42,مرجعيون
521,كفركلا,42,مرجعيون
517,مرج الخوخ,42,مرجعيون
522,مرجعيون,42,مرجعيون
519,مياه الوزاني,42,مرجعيون
1087,ميمس,42,مرجعيون
537,الغازية,43,صيدا
530,برامية,43,صيدا
524,حمود,43,صيدا
538,درزي,43,صيدا
820,دوار العربي,43,صيدا
1055,رجال الأربعين,43,صيدا
535,سراي,43,صيدا
523,شرحبيل,43,صيدا
794,قصر العدل,43,صيدا
534,كهرباء,43,صيدا
533,مجدليون,43,صيدا
815,ميتم,43,صيدا
541,التابلاين,44,المصيلح
545,الرئيسي,44,المصيلح
543,الرادار,44,المصيلح
546,القصر - المصيلح,44,المصيلح
685,المروانية,44,المصيلح
544,النجارية,44,المصيلح
686,انارة عامة,44,المصيلح
547,تفاحتا,44,المصيلح
540,زفتا,44,المصيلح
1019,صرفند,44,المصيلح
552,التعمير,45,النبطية
846,الدوير,45,النبطية
845,الكفور,45,النبطية
553,النبطية,45,النبطية
1057,جبشيت,45,النبطية
555,حاروف,45,النبطية
558,حبوش,45,النبطية
1036,زواطر,45,النبطية
554,سيناي,45,النبطية
557,شوكين,45,النبطية
1037,عدشيت,45,النبطية
1038,قعقعية الجسر,45,النبطية
1035,كفرتبنين,45,النبطية
727,كفرجوز,45,النبطية
765,كفرمان,45,النبطية
1034,مستشفى غندور,45,النبطية
556,مياه فخر الدين,45,النبطية
559,يحمر,45,النبطية
577,المشروع - وادي جيلو,46,وادي جيلو
579,جويا,46,وادي جيلو
578,دبعال,46,وادي جيلو
865,عيتيت,46,وادي جيلو
586,قانا,46,وادي جيلو
576,معركة,46,وادي جيلو
588,مخرج رقم 1,47,الاولي
587,مخرج رقم 2,47,الاولي
589,مخرج رقم 3,47,الاولي
593,دده 35 ك.ف,48,طرابلس الرئيسية
591,ضهر العين,48,طرابلس الرئيسية
590,مونارشا,48,طرابلس الرئيسية
996,اسامة,49,ريجيونال الميناء
596,الاميركان,49,ريجيونال الميناء
608,البلبل,49,ريجيونال الميناء
607,البوابة,49,ريجيونال الميناء
994,الشيخ,49,ريجيونال الميناء
705,سنترال الهاتف,49,ريجيونال الميناء
995,شناوي,49,ريجيونال الميناء
993,عباس,49,ريجيونال الميناء
600,عبد الوهاب,49,ريجيونال الميناء
597,فاضل غندور,49,ريجيونال الميناء
706,مركز الشركة-الميناء,49,ريجيونال الميناء
603,مقطع البور,49,ريجيونال الميناء
595,مكتب الفاكهه,49,ريجيونال الميناء
59,اذاعة,4,الغربية
73,البنك المركزي,4,الغربية
71,الصباح,4,الغربية
61,تريز,4,الغربية
63,جمبو,4,الغربية
60,جوفر,4,الغربية
65,حسيني,4,الغربية
68,حقوق,4,الغربية
70,حمرا,4,الغربية
64,عريسي,4,الغربية
67,عياد,4,الغربية
66,غربية 2,4,الغربية
72,فردان,4,الغربية
58,فقيه,4,الغربية
69,كومودور,4,الغربية
57,نوفل,4,الغربية
62,هوبامير,4,الغربية
614,اسبر 1,50, M30 ريجونال
930,اسبر 2,50, M30 ريجونال
615,بداوي,50, M30 ريجونال
610,جريج,50, M30 ريجونال
980,دير مار يوسف,50, M30 ريجونال
609,شهلا ماضي,50, M30 ريجونال
613,عساف - M30,50, M30 ريجونال
1005,عليشة,50, M30 ريجونال
612,قبة 2,50, M30 ريجونال
1004,قبة زكور,50, M30 ريجونال
929,لاكول,50, M30 ريجونال
1006,مجدليا,50, M30 ريجونال
624,البلاستيك,52,ريجيونال البحصاص
632,البوليفار,52,ريجيونال البحصاص
623,السلام,52,ريجيونال البحصاص
626,الصديق,52,ريجيونال البحصاص
701,بنك 2,52,ريجيونال البحصاص
628,بنك1,52,ريجيونال البحصاص
704,شوليكا,52,ريجيونال البحصاص
629,طرطوسي,52,ريجيونال البحصاص
627,محرم,52,ريجيونال البحصاص
703,مركز الشركة,52,ريجيونال البحصاص
625,مقطع البحصاص,52,ريجيونال البحصاص
702,مياه ابو حلقة,52,ريجيونال البحصاص
699,هاب1,52,ريجيونال البحصاص
700,هاب2,52,ريجيونال البحصاص
637,الشركة,53,اورانج ناسو
925,الصوفي,53,اورانج ناسو
635,الغلاييني,53,اورانج ناسو
633,المالية,53,اورانج ناسو
636,المطران,53,اورانج ناسو
634,الملعب البلدي,53,اورانج ناسو
638,المياه المشتركة,53,اورانج ناسو
639,النجمة,53,اورانج ناسو
711,ايعالي,53,اورانج ناسو
649,الريجيونال,56,شكا
648,القويطع,56,شكا
645,الكلس والجفصين,56,شكا
647,شكا,56,شكا
646,شكا العتيقة,56,شكا
644,معمل سلعاتا,56,شكا
707,نبع الجرادي,56,شكا
651,القلمون,58,الوحدة الرابعة-الحريشة
652,المارينا دال سول,58,الوحدة الرابعة-الحريشة
662,اندراوس,59,ريجيونال كوسبا
989,بصرما,59,ريجيونال كوسبا
653,رشدبين,59,ريجيونال كوسبا
654,كفرعقا,59,ريجيونال كوسبا
1046, محي الدين العربي,5,البسطة
85,النفق,5,البسطة
74,تلي راس النبع,5,البسطة
84,حجيج,5,البسطة
89,درية 1,5,البسطة
78,درية3,5,البسطة
82,رمضان,5,البسطة
77,سليم سلام,5,البسطة
80,سيدي حسن,5,البسطة
79,شهاب الدين,5,البسطة
81,صديق,5,البسطة
76,لؤي,5,البسطة
83,مسقاوي,5,البسطة
88,معري,5,البسطة
75,مكي,5,البسطة
86,نمر,5,البسطة
87,ولاية,5,البسطة
660,الجبة,62,معمل ابو علي
661,الزاوية,62,معمل ابو علي
663,الكورة,62,معمل ابو علي
1000,الدواليب,65,معمل بلوزا
999,اهدن,65,معمل بلوزا
668,سرعل,65,معمل بلوزا
669,قزحيا,65,معمل بلوزا
671,الارز,66,معمل بشري
670,بشري الظهر,66,معمل بشري
1089,بشري مرسال,66,معمل بشري
673,بترومين,67,نقالة فيع
672,دده,67,نقالة فيع
674,فيع قلحات,67,نقالة فيع
489,أوسايا,69,بدنايل
486,الرتباء,69,بدنايل
744,النبي شيت,69,بدنايل
824,بيت شامة,69,بدنايل
488,تمنين,69,بدنايل
1056,حوش الغنم,69,بدنايل
788,سرعين,69,بدنايل
746,شحيمية,69,بدنايل
485,طاريا,69,بدنايل
487,معربون,69,بدنايل
94,CHARITE,6,الاونيسكو
98,LE DUNE,6,الاونيسكو
870,veillote,6,الاونيسكو
95,ابو خضرا,6,الاونيسكو
97,انماء,6,الاونيسكو
93,اونيسكو,6,الاونيسكو
179,بلاج2,6,الاونيسكو
96,تلة الخياط,6,الاونيسكو
90,تونيل,6,الاونيسكو
180,جناح,6,الاونيسكو
107,حلو,6,الاونيسكو
92,سبينس,6,الاونيسكو
792,سمرلاند,6,الاونيسكو
101,شاد,6,الاونيسكو
105,فايق,6,الاونيسكو
99,فلورا,6,الاونيسكو
91,مزرعة 11,6,الاونيسكو
102,مسكن,6,الاونيسكو
106,مصيطبة,6,الاونيسكو
100,معلوف,6,الاونيسكو
103,نايف,6,الاونيسكو
104,هبري 4,6,الاونيسكو
825,Cascada Mall,70,كسارة الجديدة
491,ابلح,70,كسارة الجديدة
497,الحلانية,70,كسارة الجديدة
769,الدائرة,70,كسارة الجديدة
873,الدلهمية تربل,70,كسارة الجديدة
771,السهل,70,كسارة الجديدة
751,السوق,70,كسارة الجديدة
495,الصناعية,70,كسارة الجديدة
492,الكرك,70,كسارة الجديدة
494,اوتوستراد,70,كسارة الجديدة
772,برالياس,70,كسارة الجديدة
493,تربل,70,كسارة الجديدة
490,تعنايل,70,كسارة الجديدة
770,جديتا,70,كسارة الجديدة
755,شتورة,70,كسارة الجديدة
496,عين كفرزبد,70,كسارة الجديدة
934,محطة تكرير,70,كسارة الجديدة
872,مطار رياق,70,كسارة الجديدة
798,الاكرمية,71,عنجر
504,الخيارة,71,عنجر
791,الصويري,71,عنجر
797,المصنع,71,عنجر
507,تل الاخضر,71,عنجر
508,دير زنون,71,عنجر
506,شمسين,71,عنجر
505,مجدل عنجر,71,عنجر
743,البابلية,72,الزهراني
768,البيسارية,72,الزهراني
834,الزهراني,72,الزهراني
550,العاقبية,72,الزهراني
548,خيزران,72,الزهراني
1053,عقتنيت,72,الزهراني
551,قناريت,72,الزهراني
549,كورنيش البحر,72,الزهراني
1054,لوبيه,72,الزهراني
583,الصوانة,73,السلطانية
767,الطيري,73,السلطانية
584,برعشيت,73,السلطانية
681,حاريص,73,السلطانية
1051,صفد,73,السلطانية
580,عيتا الجبل,73,السلطانية
581,عيناتا,73,السلطانية
1052,فرون,73,السلطانية
585,كفردونين,73,السلطانية
582,مارون الراس,73,السلطانية
766,مستشفى تبنين,73,السلطانية
414,الشبانية,74,صوفر
415,المديرج,74,صوفر
411,بحمدون - صوفر,74,صوفر
412,حمانا,74,صوفر
416,شارون,74,صوفر
413,صوفر,74,صوفر
425,ك. ج. ف,75,نهر ابراهيم 3
430,وطى فارس,76,بزيزا
436,السيدة 1,77,دير نبوح
435,القصر- دير نبوح,77,دير نبوح
438,بخعون,77,دير نبوح
439,بطرماز,77,دير نبوح
936,رشعين,77,دير نبوح
437,سير,77,دير نبوح
937,سيرون,77,دير نبوح
431,كفردلاقس,77,دير نبوح
433,مجدليا,77,دير نبوح
432,مرياطة,77,دير نبوح
434,نبع القاضي,77,دير نبوح
742,نمرين,77,دير نبوح
947,البارد,78,دير عمار
440,البداوي 1,78,دير عمار
796,البداوي 2,78,دير عمار
444,التبانة 2,78,دير عمار
442,التبانة1,78,دير عمار
864,الدوار,78,دير عمار
443,القبة 30M,78,دير عمار
945,بحري,78,دير عمار
946,بحنين,78,دير عمار
948,بحنين الضيعة,78,دير عمار
445,دير عمار,78,دير عمار
446,سركيس حمدون,78,دير عمار
1039,طالب 1,78,دير عمار
1064,طالب 2,78,دير عمار
447,كرم الاخرس,78,دير عمار
441,مخيم,78,دير عمار
453,الشيخ طابا,79,حلبا
455,الشيخ محمد,79,حلبا
459,العبدة ببنين,79,حلبا
456,العريضة,79,حلبا
457,المطار,79,حلبا
973,تكريت,79,حلبا
460,تلال,79,حلبا
452,حلبا,79,حلبا
454,عرقا,79,حلبا
1001,كروم عرب,79,حلبا
458,كويخات تل عباس,79,حلبا
828,ARMY,7,الحرج
235,أسعد,7,الحرج
119,استديو,7,الحرج
109,الجاحظ,7,الحرج
247,الخليل,7,الحرج
245,الكاظم,7,الحرج
250,انارة,7,الحرج
239,ايتام,7,الحرج
241,بئر حسن,7,الحرج
112,بربير,7,الحرج
108,تعاونية داماس,7,الحرج
234,تيلي شياح,7,الحرج
248,جلول,7,الحرج
232,حارة حريك,7,الحرج
242,حلمي,7,الحرج
237,حمدان,7,الحرج
244,حنبلي,7,الحرج
111,داماس,7,الحرج
243,رسول,7,الحرج
118,رياضة 1,7,الحرج
240,رياضة 2,7,الحرج
251,شهيدين,7,الحرج
680,شياح مول,7,الحرج
236,عضيمي,7,الحرج
830,غاردن 1,7,الحرج
831,غاردن 2,7,الحرج
233,غبيري,7,الحرج
679,غزة-صبرا,7,الحرج
829,غولف,7,الحرج
827,فايز,7,الحرج
246,فرحات,7,الحرج
117,فيوليت,7,الحرج
826,كرمليان,7,الحرج
116,مرتضى,7,الحرج
249,مستشفى الساحل -غبرة,7,الحرج
113,مطار مدني,7,الحرج
114,معزز زيات,7,الحرج
759,مكاوي,7,الحرج
110,ملعب,7,الحرج
115,مهندسين,7,الحرج
238,نورج,7,الحرج
690,الطيبة,80,الطيبة
696,المياه-الطيبة,80,الطيبة
713,حولا,80,الطيبة
778,الري,81,بيت ملات
943,القرنة,81,بيت ملات
941,الكواشرة,81,بيت ملات
780,بزبينا,81,بيت ملات
777,بيت داود,81,بيت ملات
779,بينو,81,بيت ملات
942,شربيلا,81,بيت ملات
962,حراجل,82,فيطرون
1081,سالم,82,فيطرون
963,عيون السيمان,82,فيطرون
964,فقرا,82,فيطرون
776,فيطرون عشقوت,82,فيطرون
